UBIGEO,UBIGEO_INEI,DEPARTAMENTO,PROVINCIA,DISTRITO,pobreza_inf_2018,pobreza_sup_2018,pobreza_mid_2018,grupo_robusto,rank_pobreza,pob2020,valid_candidates,jpp_votes,fp_votes,rp_votes,jpp_share,fp_share,rp_share,jpp_minus_fp_share
050211,050204,Ayacucho,Cangallo,María Parado De Bellido,41.621986199999995,75.6757318,58.648858999999995,5.0,138.0,2026.0,931,422,50,7,0.4532760472610097,0.05370569280343716,0.007518796992481203,0.3995703544575725
050301,050401,Ayacucho,Huanta,Huanta,27.4645468,44.9240112,36.194279,10.0,866.0,43266.0,17430,3293,1573,731,0.18892713711990822,0.09024670109007459,0.04193918531267929,0.09868043602983363
050302,050402,Ayacucho,Huanta,Ayahuanco,36.9554096,69.1551324,53.055271000000005,6.0,260.0,1072.0,692,389,36,5,0.5621387283236994,0.05202312138728324,0.0072254335260115606,0.5101156069364161
050303,050403,Ayacucho,Huanta,Huamanguilla,31.40366696,67.68061704,49.542142,7.0,375.0,4188.0,2586,908,152,29,0.3511214230471771,0.05877803557617943,0.011214230471771076,0.29234338747099764
050304,050404,Ayacucho,Huanta,Iguain,36.83216576,67.60286824,52.217517,7.0,290.0,2861.0,1893,539,185,33,0.28473322768092973,0.09772847332276809,0.017432646592709985,0.18700475435816166
050305,050405,Ayacucho,Huanta,Luricocha,28.1125692,59.016496800000006,43.564533000000004,8.0,588.0,6217.0,3548,946,490,71,0.2666290868094701,0.13810597519729426,0.020011273957158963,0.12852311161217586
050307,050406,Ayacucho,Huanta,Santillana,46.37993512,73.49517488,59.937554999999996,5.0,118.0,3900.0,1498,632,94,32,0.4218958611481976,0.06275033377837116,0.021361815754339118,0.3591455273698264
050308,050407,Ayacucho,Huanta,Sivia,35.83230924,55.743188759999995,45.787749,8.0,504.0,11685.0,4054,1910,374,56,0.47113961519486924,0.09225456339417859,0.013813517513566848,0.37888505180069065
050309,050408,Ayacucho,Huanta,Llochegua,23.75919504,40.433506959999995,32.096351,11.0,1003.0,11466.0,3149,1595,202,27,0.5065100031756113,0.06414734836456018,0.008574150523975865,0.4423626548110512
050310,050409,Ayacucho,Huanta,Canayre,29.93087792,57.03561208,43.483245,8.0,594.0,4384.0,1439,828,78,11,0.5753995830437804,0.054204308547602505,0.007644197359277276,0.5211952744961779
050311,050410,Ayacucho,Huanta,Uchuraccay,73.25496124,89.26838076,81.261671,1.0,1.0,3672.0,1371,760,90,4,0.5543398978847557,0.06564551422319474,0.0029175784099197666,0.4886943836615609
050312,050411,Ayacucho,Huanta,Pucacolpa,65.8446502,90.4778518,78.161251,2.0,4.0,2299.0,814,546,42,2,0.6707616707616708,0.051597051597051594,0.002457002457002457,0.6191646191646192
050313,050412,Ayacucho,Huanta,Chaca,59.079873240000005,86.36446876000001,72.722171,2.0,18.0,2195.0,1065,477,56,8,0.447887323943662,0.05258215962441314,0.007511737089201878,0.39530516431924884
050401,050501,Ayacucho,La Mar,San Miguel,38.24345216,58.947143839999995,48.595298,8.0,407.0,11410.0,3459,1316,241,63,0.3804567794160162,0.06967331598727956,0.01821335646140503,0.31078346342873664
050402,050502,Ayacucho,La Mar,Anco,31.05487536,60.80055664,45.927716000000004,8.0,496.0,8105.0,2116,1150,108,28,0.5434782608695652,0.05103969754253308,0.013232514177693762,0.4924385633270321
050403,050503,Ayacucho,La Mar,Ayna,27.752822359999996,50.12449364,38.938658,10.0,761.0,9995.0,3258,1142,511,86,0.3505217925107428,0.15684468999386125,0.026396562308164517,0.19367710251688153
050404,050504,Ayacucho,La Mar,Chilcas,29.01559076,59.068835240000006,44.042213000000004,8.0,575.0,1558.0,815,330,59,7,0.4049079754601227,0.07239263803680981,0.008588957055214725,0.33251533742331285
050405,050505,Ayacucho,La Mar,Chungui,48.93141804000001,75.85966596,62.395542000000006,5.0,97.0,4443.0,1372,781,82,9,0.5692419825072886,0.0597667638483965,0.006559766763848397,0.5094752186588921
050406,050508,Ayacucho,La Mar,Tambo,43.509761600000004,64.56923640000001,54.039499000000006,6.0,224.0,9302.0,4734,2235,327,41,0.4721166032953105,0.06907477820025348,0.008660752006759611,0.40304182509505704
050407,050506,Ayacucho,La Mar,Luis Carranza,48.266483959999995,78.97399603999999,63.620239999999995,4.0,85.0,1365.0,624,282,63,10,0.4519230769230769,0.10096153846153846,0.016025641025641024,0.35096153846153844
050408,050507,Ayacucho,La Mar,Santa Rosa,21.365242360000003,42.48594364,31.925593000000003,11.0,1013.0,12686.0,4275,1921,377,51,0.44935672514619884,0.08818713450292398,0.011929824561403509,0.36116959064327486
050409,050509,Ayacucho,La Mar,Samugari,31.754499040000006,52.89212296,42.323311000000004,9.0,632.0,10997.0,2727,1315,237,36,0.4822148881554822,0.08690869086908691,0.013201320132013201,0.39530619728639527
050410,050510,Ayacucho,La Mar,Anchihuay,50.51976248000001,79.11503352,64.817398,4.0,67.0,4345.0,1535,658,125,122,0.4286644951140065,0.08143322475570032,0.07947882736156352,0.3472312703583062
050411,050511,Ayacucho,La Mar,Oronccoy,55.95592335999999,84.74306664,70.34949499999999,3.0,26.0,1071.0,287,143,15,2,0.49825783972125437,0.05226480836236934,0.006968641114982578,0.445993031358885
050501,050601,Ayacucho,Lucanas,Puquio,26.746184839999998,42.82708716,34.786636,10.0,916.0,14535.0,5531,1830,417,102,0.3308624118604231,0.07539323811245706,0.018441511480744893,0.255469173747966
050502,050602,Ayacucho,Lucanas,Aucara,35.3689748,63.6466592,49.507817,7.0,377.0,2665.0,769,158,117,20,0.20546163849154747,0.15214564369310793,0.02600780234070221,0.05331599479843954
050503,050603,Ayacucho,Lucanas,Cabana,26.903478120000003,58.50084588,42.702162,9.0,615.0,1976.0,508,97,95,14,0.19094488188976377,0.18700787401574803,0.027559055118110236,0.003937007874015741
050504,050604,Ayacucho,Lucanas,Carmen Salcedo,24.12950728,45.961092719999996,35.0453,10.0,911.0,1532.0,497,94,29,8,0.1891348088531187,0.05835010060362173,0.01609657947686117,0.13078470824949698
050506,050605,Ayacucho,Lucanas,Chaviña,19.987540520000003,44.90448348,32.446012,11.0,993.0,2296.0,797,342,70,12,0.42910915934755334,0.08782936010037641,0.015056461731493099,0.34127979924717694
050508,050606,Ayacucho,Lucanas,Chipao,27.63757096,50.90472704,39.271149,10.0,748.0,2443.0,885,331,82,20,0.37401129943502825,0.09265536723163842,0.022598870056497175,0.28135593220338984
050510,050607,Ayacucho,Lucanas,Huac-Huas,35.73372916,61.42072084,48.577225,8.0,408.0,1550.0,981,485,123,13,0.4943934760448522,0.12538226299694188,0.013251783893985729,0.3690112130479103
050511,050608,Ayacucho,Lucanas,Laramate,28.53111888,64.11088912,46.321004,8.0,481.0,1676.0,599,186,146,16,0.3105175292153589,0.24373956594323873,0.02671118530884808,0.06677796327212018
050512,050609,Ayacucho,Lucanas,Leoncio Prado,25.357982279999998,52.474217720000006,38.9161,10.0,763.0,1095.0,419,123,78,14,0.2935560859188544,0.18615751789976134,0.03341288782816229,0.10739856801909306
050513,050611,Ayacucho,Lucanas,Lucanas,30.041366839999995,52.92121516,41.481291,9.0,657.0,2703.0,1149,539,86,21,0.4691035683202785,0.07484769364664925,0.018276762402088774,0.3942558746736292
050514,050610,Ayacucho,Lucanas,Llauta,12.781626960000004,42.016199040000004,27.398913000000004,12.0,1178.0,877.0,614,105,163,20,0.17100977198697068,0.26547231270358307,0.03257328990228013,-0.09446254071661239
050516,050612,Ayacucho,Lucanas,Ocaña,30.86047648000001,69.69145552,50.27596600000001,7.0,350.0,2244.0,882,269,184,35,0.30498866213151926,0.20861678004535147,0.03968253968253968,0.09637188208616779
050517,050613,Ayacucho,Lucanas,Otoca,29.99815292,57.793395079999996,43.895773999999996,8.0,579.0,1848.0,586,220,123,7,0.37542662116040953,0.2098976109215017,0.011945392491467578,0.16552901023890784
050520,050619,Ayacucho,Lucanas,Sancos,28.40401816,56.15351784,42.278768,9.0,637.0,4869.0,1157,457,221,21,0.3949870354364736,0.19101123595505617,0.018150388936905792,0.20397579948141745
050521,050616,Ayacucho,Lucanas,San Juan,24.786603600000003,56.7020284,40.744316000000005,9.0,681.0,994.0,352,149,28,9,0.42329545454545453,0.07954545454545454,0.02556818181818182,0.34375
050522,050617,Ayacucho,Lucanas,San Pedro,32.291028,65.740192,49.015609999999995,7.0,390.0,2661.0,1111,587,106,18,0.5283528352835284,0.09540954095409541,0.016201620162016202,0.43294329432943296
050524,050620,Ayacucho,Lucanas,Santa Ana De Huaycahuacho,14.15482864,45.27410536,29.714467,12.0,1098.0,850.0,210,37,45,9,0.1761904761904762,0.21428571428571427,0.04285714285714286,-0.03809523809523807
050525,050621,Ayacucho,Lucanas,Santa Lucía,24.1109178,55.1505362,39.630727,9.0,733.0,1455.0,378,151,72,8,0.3994708994708995,0.19047619047619047,0.021164021164021163,0.208994708994709
050529,050614,Ayacucho,Lucanas,Saisa,31.679639920000003,68.36661808,50.023129,7.0,362.0,848.0,182,82,18,5,0.45054945054945056,0.0989010989010989,0.027472527472527472,0.3516483516483517
050531,050618,Ayacucho,Lucanas,San Pedro De Palco,24.12950728,45.961092719999996,35.0453,10.0,912.0,898.0,374,150,53,5,0.40106951871657753,0.14171122994652408,0.013368983957219251,0.25935828877005346
050532,050615,Ayacucho,Lucanas,San Cristóbal,40.048426279999994,69.06439171999999,54.55640899999999,6.0,213.0,1823.0,705,351,19,4,0.4978723404255319,0.02695035460992908,0.005673758865248227,0.47092198581560285
050601,050701,Ayacucho,Parinacochas,Coracora,26.539313840000002,47.82362416,37.181469,10.0,828.0,13549.0,4467,1613,219,82,0.3610924557868816,0.049026192075218265,0.018356839041862548,0.31206626371166335
050604,050703,Ayacucho,Parinacochas,Coronel Castañeda,39.24456964,72.43605636,55.840312999999995,6.0,181.0,1934.0,327,142,8,2,0.43425076452599387,0.024464831804281346,0.0061162079510703364,0.40978593272171254
050605,050702,Ayacucho,Parinacochas,Chumpi,21.87845112,52.142234880000004,37.010343000000006,10.0,835.0,2179.0,875,460,47,15,0.5257142857142857,0.053714285714285714,0.017142857142857144,0.472
050608,050704,Ayacucho,Parinacochas,Pacapausa,14.19217584,44.63997616,29.416076000000004,12.0,1111.0,556.0,252,123,22,4,0.4880952380952381,0.0873015873015873,0.015873015873015872,0.4007936507936508
050611,050705,Ayacucho,Parinacochas,Pullo,27.131741119999997,48.47919088,37.805465999999996,10.0,811.0,7191.0,1481,783,172,26,0.5286968264686023,0.11613774476704929,0.017555705604321403,0.412559081701553
050612,050706,Ayacucho,Parinacochas,Puyusca,18.40502536,45.84006263999999,32.122544,11.0,1002.0,2123.0,858,323,110,34,0.3764568764568765,0.1282051282051282,0.039627039627039624,0.24825174825174828
050615,050707,Ayacucho,Parinacochas,San Francisco De Rivacayco,23.08144952,55.569088480000005,39.325269000000006,10.0,743.0,518.0,278,91,25,10,0.3273381294964029,0.08992805755395683,0.03597122302158273,0.23741007194244607
050616,050708,Ayacucho,Parinacochas,Upahuacho,40.15358760000001,77.8458184,58.999703000000004,5.0,136.0,1089.0,463,201,23,10,0.43412526997840173,0.04967602591792657,0.02159827213822894,0.38444924406047515
050701,051001,Ayacucho,Víctor Fajardo,Huancapi,20.92337212,44.29932388,32.611348,11.0,987.0,1878.0,891,311,20,11,0.3490460157126824,0.02244668911335578,0.012345679012345678,0.3265993265993266
050702,051002,Ayacucho,Víctor Fajardo,Alcamenca,38.08992068,66.01587132,52.052896000000004,7.0,295.0,1399.0,759,387,28,8,0.5098814229249012,0.03689064558629776,0.010540184453227932,0.4729907773386035
050703,051003,Ayacucho,Víctor Fajardo,Apongo,35.889199160000004,71.07905484,53.484127,6.0,248.0,565.0,262,91,24,9,0.3473282442748092,0.0916030534351145,0.03435114503816794,0.2557251908396947
050704,051005,Ayacucho,Víctor Fajardo,Canaria,32.412355840000004,69.30032416,50.85634,7.0,340.0,4027.0,967,361,51,13,0.3733195449844881,0.052740434332988625,0.01344364012409514,0.32057911065149947
050706,051006,Ayacucho,Víctor Fajardo,Cayara,42.8543524,75.21477560000001,59.034564,5.0,135.0,1138.0,533,153,21,5,0.2870544090056285,0.039399624765478425,0.009380863039399626,0.24765478424015008
050707,051007,Ayacucho,Víctor Fajardo,Colca,28.611346439999995,56.028849560000005,42.320098,9.0,634.0,1020.0,677,224,41,25,0.3308714918759232,0.060561299852289516,0.03692762186115214,0.27031019202363366
050708,051010,Ayacucho,Víctor Fajardo,Hualla,40.05981688000001,71.77534912000002,55.91758300000001,6.0,177.0,1985.0,863,329,23,6,0.38122827346465815,0.026651216685979143,0.006952491309385863,0.354577056778679
050709,051008,Ayacucho,Víctor Fajardo,Huamanquiquia,49.294247680000005,77.64199032,63.468119,4.0,87.0,1107.0,502,271,18,6,0.5398406374501992,0.035856573705179286,0.01195219123505976,0.5039840637450199
050710,051009,Ayacucho,Víctor Fajardo,Huancaraylla,22.0457336,50.4243384,36.235036,10.0,865.0,1241.0,722,279,61,9,0.3864265927977839,0.08448753462603878,0.012465373961218837,0.30193905817174516
050713,051011,Ayacucho,Víctor Fajardo,Sarhua,55.68501464,85.78714936,70.736082,3.0,24.0,2624.0,1110,589,19,5,0.5306306306306307,0.017117117117117116,0.0045045045045045045,0.5135135135135135
050714,051012,Ayacucho,Víctor Fajardo,Vilcanchos,44.86267424,71.36062376,58.111649,6.0,144.0,2400.0,950,418,44,6,0.44,0.04631578947368421,0.00631578947368421,0.3936842105263158
050715,051004,Ayacucho,Víctor Fajardo,Asquipata,23.77126812,66.12433188,44.9478,8.0,536.0,482.0,135,44,14,2,0.32592592592592595,0.1037037037037037,0.014814814814814815,0.22222222222222227
050801,050301,Ayacucho,Huanca Sancos,Sancos,23.54461244,45.744399560000005,34.64450600000001,11.0,921.0,3181.0,1520,544,81,43,0.35789473684210527,0.053289473684210525,0.028289473684210528,0.3046052631578947
050802,050303,Ayacucho,Huanca Sancos,Sacsamarca,31.968975959999995,59.618300039999994,45.793637999999994,8.0,503.0,1308.0,617,206,35,9,0.3338735818476499,0.05672609400324149,0.014586709886547812,0.27714748784440846
050803,050304,Ayacucho,Huanca Sancos,Santiago De Lucanamarca,30.761518600000002,57.1365134,43.949016,8.0,577.0,2078.0,952,503,42,6,0.5283613445378151,0.04411764705882353,0.0063025210084033615,0.4842436974789916
050804,050302,Ayacucho,Huanca Sancos,Carapo,37.40443432,65.75694368,51.58068900000001,7.0,316.0,1774.0,797,370,23,8,0.4642409033877039,0.028858218318695106,0.010037641154328732,0.4353826850690088
050901,051101,Ayacucho,Vilcas Huamán,Vilcas Huamán,32.23358152,61.65940648,46.946494,8.0,460.0,6513.0,2878,1421,210,33,0.49374565670604587,0.0729673384294649,0.011466296038915913,0.42077831827658096
050902,051108,Ayacucho,Vilcas Huamán,Vischongo,25.17046208,54.74608592,39.958274,9.0,716.0,3912.0,1774,915,108,26,0.5157835400225479,0.060879368658399095,0.014656144306651634,0.4549041713641488
050903,051102,Ayacucho,Vilcas Huamán,Accomarca,25.023182440000003,57.72474756,41.373965,9.0,660.0,851.0,525,205,21,5,0.3904761904761905,0.04,0.009523809523809525,0.3504761904761905
050904,051103,Ayacucho,Vilcas Huamán,Carhuanca,31.883976999999998,62.692335,47.288156,8.0,449.0,812.0,392,112,25,15,0.2857142857142857,0.06377551020408163,0.03826530612244898,0.22193877551020408
050905,051104,Ayacucho,Vilcas Huamán,Concepción,44.68870924,65.76520076,55.226955000000004,6.0,194.0,1558.0,894,465,49,16,0.5201342281879194,0.05480984340044743,0.017897091722595078,0.465324384787472
050906,051105,Ayacucho,Vilcas Huamán,Huambalpa,10.234341479999998,44.94863452,27.591488,12.0,1172.0,1280.0,605,271,65,3,0.4479338842975207,0.10743801652892562,0.0049586776859504135,0.3404958677685951
050907,051107,Ayacucho,Vilcas Huamán,Saurama,39.26726344,75.96330856,57.615286,6.0,150.0,1042.0,472,244,25,3,0.5169491525423728,0.05296610169491525,0.006355932203389831,0.4639830508474576
050908,051106,Ayacucho,Vilcas Huamán,Independencia,23.904101559999997,57.40428044,40.654191,9.0,687.0,1095.0,394,185,25,4,0.46954314720812185,0.06345177664974619,0.01015228426395939,0.40609137055837563
051001,050801,Ayacucho,Páucar Del Sara Sara,Pausa,13.27508432,33.77563768,23.525361,14.0,1318.0,3376.0,1180,261,163,27,0.2211864406779661,0.13813559322033897,0.02288135593220339,0.08305084745762714
051002,050802,Ayacucho,Páucar Del Sara Sara,Colta,23.97605496,55.860743039999996,39.918398999999994,9.0,721.0,440.0,321,160,23,12,0.4984423676012461,0.07165109034267912,0.037383177570093455,0.42679127725856697
051003,050803,Ayacucho,Páucar Del Sara Sara,Corculla,23.94550324,50.85485676,37.40018,10.0,820.0,445.0,151,38,28,8,0.25165562913907286,0.18543046357615894,0.052980132450331126,0.06622516556291391
051004,050804,Ayacucho,Páucar Del Sara Sara,Lampa,21.34149376,42.95556624,32.14853,11.0,998.0,1983.0,825,369,96,15,0.44727272727272727,0.11636363636363636,0.01818181818181818,0.33090909090909093
051005,050805,Ayacucho,Páucar Del Sara Sara,Marcabamba,8.587867600000001,31.1269464,19.857407000000002,15.0,1436.0,621.0,238,62,21,16,0.2605042016806723,0.08823529411764706,0.06722689075630252,0.1722689075630252
051006,050806,Ayacucho,Páucar Del Sara Sara,Oyolo,24.245723440000003,55.125762560000005,39.685743,9.0,729.0,1647.0,418,211,15,11,0.5047846889952153,0.03588516746411483,0.02631578947368421,0.4688995215311005
051007,050807,Ayacucho,Páucar Del Sara Sara,Pararca,21.34149376,42.95556624,32.14853,11.0,999.0,392.0,196,59,18,11,0.3010204081632653,0.09183673469387756,0.05612244897959184,0.20918367346938777
051008,050808,Ayacucho,Páucar Del Sara Sara,San Javier De Alpabamba,23.94550324,50.85485676,37.40018,10.0,821.0,275.0,228,52,37,9,0.22807017543859648,0.16228070175438597,0.039473684210526314,0.06578947368421051
051009,050809,Ayacucho,Páucar Del Sara Sara,San José De Ushua,18.79652224,41.79361776,30.29507,12.0,1077.0,247.0,79,19,18,0,0.24050632911392406,0.22784810126582278,0.0,0.012658227848101278
051010,050810,Ayacucho,Páucar Del Sara Sara,Sara Sara,18.79652224,41.79361776,30.29507,12.0,1078.0,483.0,250,101,34,8,0.404,0.136,0.032,0.268
051101,050901,Ayacucho,Sucre,Querobamba,21.54828692,44.129243079999995,32.838764999999995,11.0,984.0,2600.0,916,355,82,13,0.3875545851528384,0.08951965065502183,0.014192139737991267,0.2980349344978166
051102,050902,Ayacucho,Sucre,Belén,35.557659720000004,71.43827428,53.497967,6.0,245.0,310.0,105,37,7,1,0.3523809523809524,0.06666666666666667,0.009523809523809525,0.28571428571428575
051103,050903,Ayacucho,Sucre,Chalcos,40.58604084,76.14199316,58.364017000000004,5.0,141.0,461.0,160,77,21,1,0.48125,0.13125,0.00625,0.35
051104,050909,Ayacucho,Sucre,San Salvador De Quije,26.236339920000006,64.47289408,45.354617000000005,8.0,520.0,936.0,415,238,23,4,0.5734939759036145,0.05542168674698795,0.00963855421686747,0.5180722891566265
051105,050907,Ayacucho,Sucre,Paico,28.546506039999997,65.39803796,46.972272,8.0,458.0,517.0,274,107,31,2,0.3905109489051095,0.11313868613138686,0.0072992700729927005,0.2773722627737226
051106,050910,Ayacucho,Sucre,Santiago De Paucaray,36.80120388,73.18526012000001,54.993232000000006,6.0,201.0,565.0,242,127,30,2,0.5247933884297521,0.12396694214876033,0.008264462809917356,0.40082644628099173
051107,050908,Ayacucho,Sucre,San Pedro De Larcay,33.8056652,60.4286588,47.117162,8.0,454.0,814.0,363,182,18,4,0.5013774104683195,0.049586776859504134,0.011019283746556474,0.4517906336088154
051108,050911,Ayacucho,Sucre,Soras,25.83538096,58.73142904,42.283405,9.0,636.0,1017.0,360,126,34,5,0.35,0.09444444444444444,0.013888888888888888,0.25555555555555554
051109,050905,Ayacucho,Sucre,Huacaña,25.839829319999996,61.21364668,43.526737999999995,8.0,589.0,348.0,182,45,21,3,0.24725274725274726,0.11538461538461539,0.016483516483516484,0.13186813186813187
051110,050904,Ayacucho,Sucre,Chilcayoc,33.933147520000006,67.59776648,50.765457000000005,7.0,345.0,481.0,278,121,39,3,0.4352517985611511,0.14028776978417265,0.01079136690647482,0.29496402877697847
051111,050906,Ayacucho,Sucre,Morcolla,46.341919399999995,82.5431586,64.442539,4.0,72.0,1243.0,436,163,41,7,0.3738532110091743,0.09403669724770643,0.016055045871559634,0.2798165137614679
060101,060101,Cajamarca,Cajamarca,Cajamarca,15.070760960000001,24.426719040000002,19.74874,15.0,1439.0,245137.0,117252,19804,19713,7861,0.16890117012929418,0.16812506396479376,0.06704363251799543,0.0007761061645004119
060102,060102,Cajamarca,Cajamarca,Asunción,49.14138888,67.36575112,58.253569999999996,5.0,142.0,7896.0,3303,1653,307,46,0.5004541326067211,0.09294580684226461,0.01392673327278232,0.4075083257644565
060103,060104,Cajamarca,Cajamarca,Cospan,66.74137300000001,80.518997,73.63018500000001,2.0,15.0,7159.0,1939,865,396,26,0.44610624033006707,0.20422898401237752,0.013408973697782363,0.24187725631768955
060104,060103,Cajamarca,Cajamarca,Chetilla,66.85650356000001,81.90142044000001,74.378962,2.0,14.0,3863.0,1644,1079,118,15,0.6563260340632603,0.07177615571776155,0.009124087591240875,0.5845498783454988
060105,060105,Cajamarca,Cajamarca,Encañada,67.54547132,82.27372668000001,74.90959900000001,2.0,13.0,20052.0,15491,7830,2310,237,0.5054547801949519,0.149118843199277,0.015299205990575172,0.3563359369956749
060106,060106,Cajamarca,Cajamarca,Jesús,62.4084686,78.59391339999999,70.50119099999999,3.0,25.0,16666.0,6493,2254,1300,177,0.34714307716001847,0.2002156168181118,0.027260126289850608,0.14692746034190665
060107,060108,Cajamarca,Cajamarca,Los Baños Del Inca,28.8434304,44.4948536,36.669142,10.0,843.0,53298.0,21862,6104,4597,856,0.2792059280944104,0.21027353398591161,0.03915469764888848,0.0689323941084988
060108,060107,Cajamarca,Cajamarca,Llacanora,54.70854215999999,72.55964983999999,63.63409599999999,4.0,83.0,6657.0,3211,1030,768,108,0.32077234506384306,0.23917782622236064,0.033634381812519466,0.08159451884148242
060109,060109,Cajamarca,Cajamarca,Magdalena,46.27080612,62.778035880000004,54.524421000000004,6.0,214.0,8809.0,4735,2375,551,62,0.5015839493136219,0.1163674762407603,0.013093980992608237,0.38521647307286166
060110,060110,Cajamarca,Cajamarca,Matara,40.99270988000001,59.38426012000001,50.18848500000001,7.0,354.0,3793.0,2029,642,485,42,0.3164120256283884,0.23903400689995072,0.020699852143913258,0.07737801872843766
060111,060111,Cajamarca,Cajamarca,Namora,60.49450848,75.07127152,67.78289,4.0,46.0,10308.0,5120,2411,914,68,0.4708984375,0.178515625,0.01328125,0.2923828125
060112,060112,Cajamarca,Cajamarca,San Juan,45.09620452000001,64.06317548,54.57969,6.0,212.0,4532.0,2534,1086,514,33,0.42857142857142855,0.20284135753749014,0.013022888713496448,0.2257300710339384
060201,060201,Cajamarca,Cajabamba,Cajabamba,21.25711248,36.31691752,28.787014999999997,12.0,1138.0,34231.0,14987,4037,3397,529,0.26936678454660706,0.2266631080269567,0.0352972576232735,0.042703676519650374
060202,060202,Cajamarca,Cajabamba,Cachachi,70.32436740000001,83.3893746,76.85687100000001,2.0,7.0,25575.0,5397,2738,952,64,0.5073188808597369,0.17639429312581065,0.011858439874004076,0.3309245877339262
060203,060203,Cajamarca,Cajabamba,Condebamba,46.41711776,64.59197824,55.504548,6.0,189.0,15319.0,4642,2077,1050,63,0.4474364498061181,0.22619560534252478,0.013571736320551486,0.2212408444635933
060205,060204,Cajamarca,Cajabamba,Sitacocha,64.99551491999999,79.45393707999999,72.22472599999999,3.0,20.0,8042.0,1929,534,708,19,0.27682737169517885,0.36702954898911355,0.009849663037843442,-0.0902021772939347
060301,060301,Cajamarca,Celendín,Celendín,26.96147836,43.33309963999999,35.147289,10.0,905.0,29097.0,10536,3596,1147,338,0.3413059984813971,0.10886484434320426,0.03208048595292331,0.23244115413819283
060302,060303,Cajamarca,Celendín,Cortegana,64.81397092,79.71407908,72.264025,3.0,19.0,7343.0,2140,1519,101,19,0.7098130841121495,0.04719626168224299,0.008878504672897197,0.6626168224299065
060303,060302,Cajamarca,Celendín,Chumuch,56.20685268000001,74.05556132,65.131207,4.0,65.0,2699.0,824,600,70,3,0.7281553398058253,0.08495145631067962,0.0036407766990291263,0.6432038834951457
060304,060304,Cajamarca,Celendín,Huasmín,68.6047686,83.6581174,76.13144299999999,2.0,10.0,10885.0,4182,3088,143,37,0.7384026781444285,0.034194165471066476,0.008847441415590627,0.704208512673362
060305,060305,Cajamarca,Celendín,Jorge Chávez,36.827006000000004,60.958330000000004,48.892668,7.0,394.0,461.0,447,153,71,21,0.3422818791946309,0.15883668903803133,0.04697986577181208,0.18344519015659955
060306,060306,Cajamarca,Celendín,José Gálvez,39.502409240000006,56.07403676,47.788223,8.0,436.0,2751.0,1402,543,185,61,0.38730385164051356,0.13195435092724678,0.043509272467902996,0.2553495007132668
060307,060307,Cajamarca,Celendín,Miguel Iglesias,68.17308023999999,83.43405576,75.803568,2.0,11.0,3922.0,1345,977,57,10,0.7263940520446097,0.04237918215613383,0.007434944237918215,0.6840148698884759
060308,060308,Cajamarca,Celendín,Oxamarca,74.59207636000001,87.40433764,80.99820700000001,1.0,2.0,5824.0,2034,1394,155,10,0.6853490658800393,0.07620452310717797,0.004916420845624385,0.6091445427728613
060309,060309,Cajamarca,Celendín,Sorochuco,57.129895399999995,75.33843259999999,66.23416399999999,4.0,55.0,7514.0,3603,2059,458,50,0.5714682209270052,0.12711629197890648,0.013877324451845684,0.4443519289480987
060310,060310,Cajamarca,Celendín,Sucre,45.047743759999996,62.766806239999994,53.907275,6.0,229.0,5455.0,2253,1146,240,46,0.5086551264980027,0.10652463382157124,0.020417221482467822,0.4021304926764315
060311,060311,Cajamarca,Celendín,Utco,57.729261320000006,75.92916668000001,66.82921400000001,4.0,52.0,1081.0,574,229,69,14,0.3989547038327526,0.12020905923344948,0.024390243902439025,0.2787456445993031
060312,060312,Cajamarca,Celendín,La Libertad De Pallán,60.674092599999994,76.68029539999999,68.67719399999999,3.0,39.0,6884.0,2664,1804,208,34,0.6771771771771772,0.07807807807807808,0.012762762762762763,0.5990990990990991
060401,060501,Cajamarca,Contumaza,Contumaza,40.86326932,56.98577068,48.92452,7.0,392.0,8061.0,2625,1023,374,57,0.38971428571428574,0.14247619047619048,0.021714285714285714,0.24723809523809526
060403,060502,Cajamarca,Contumaza,Chilete,18.916251520000003,34.543186479999996,26.729719,12.0,1189.0,2752.0,1519,499,302,37,0.3285055957867018,0.1988150098749177,0.024358130348913758,0.1296905859117841
060404,060504,Cajamarca,Contumaza,Guzmango,58.960914519999996,75.72905948,67.344987,4.0,47.0,2845.0,1006,559,164,25,0.5556660039761432,0.16302186878727634,0.02485089463220676,0.39264413518886687
060405,060505,Cajamarca,Contumaza,San Benito,43.738734599999994,62.4388594,53.088797,6.0,259.0,3607.0,1395,335,478,57,0.24014336917562723,0.3426523297491039,0.04086021505376344,-0.10250896057347669
060406,060503,Cajamarca,Contumaza,Cupisnique,55.12765408,72.29598792,63.711821,4.0,82.0,1402.0,493,184,170,12,0.37322515212981744,0.3448275862068966,0.02434077079107505,0.028397565922920864
060407,060507,Cajamarca,Contumaza,Tantarica,43.328559840000004,59.376436160000004,51.352498000000004,7.0,325.0,2650.0,1044,487,244,11,0.4664750957854406,0.23371647509578544,0.01053639846743295,0.23275862068965517
060408,060508,Cajamarca,Contumaza,Yonán,18.812566959999998,33.91063904,26.361603,13.0,1209.0,6993.0,3039,646,787,150,0.2125699243172096,0.2589667653833498,0.049358341559723594,-0.04639684106614017
